"Player","Team","MXG","Goals","Loops","Degree"
"Casemiro","Real Madrid",-1.21311497776605,5,229,2564
"J. Gnagnon","Rennes",-1.21365281756539,2,153,1800
"J. Iloki","Nantes",-1.21391439974536,0,537,1449
"J. Brooks","Wolfsburg",-1.21806199886805,0,35,517
"B. Watson","Watford",-1.21928474004017,0,31,370
"P. Lienhart","Freiburg",-1.21938780105495,0,38,575
"V. Sierro","Freiburg",-1.21968760531388,0,23,139
"R. Zentner","Mainz 05",-1.21983417317051,0,15,605
"G. Gillet","Nantes",-1.22023070367015,0,1,16
"Benito Ramírez","Las Palmas",-1.22511066062202,0,25,135
"J. Tarkowski","Burnley",-1.22623101515239,0,151,1761
"K. Tete","Olympique Lyonnais",-1.22709633185445,1,172,1531
"A. Ogbonna","West Ham United",-1.22885273965187,1,140,1655
"K. Malcuit","Lille",-1.22934219494982,0,328,1864
"H. Maguire","Leicester City",-1.23164540730647,2,392,2667
"S. Souprayen","Hellas Verona",-1.23198876551476,0,327,1515
"C. Adjapong","Sassuolo",-1.23248317133095,0,150,901
"I. Cofie","Genoa",-1.23273357508378,0,44,476
"F. Đuričić","Sampdoria",-1.2333290753329,0,1,9
"P. Jaroszyński","Chievo",-1.233420503459,0,244,876
"H. Toledo","Las Palmas",-1.2334377612051,0,655,1238
"S. Omeonga","Genoa",-1.23471317681901,0,109,733
"G. Fofana","Amiens SC",-1.23507977223858,0,73,469
"K. Stafylidis","Augsburg",-1.23523459456374,0,0,15
"R. Bazoer","Wolfsburg",-1.23528842557391,0,52,404
"P. Jaeckel","Wolfsburg",-1.23563548675804,0,13,192
"David Juncà","Eibar",-1.23590748950903,0,344,1211
"Iniesta","Barcelona",-1.23898797576658,1,248,2045
"D. Zappacosta","Torino",-1.24046022376365,0,6,74
"U. Hünemeier","Brighton & Hove Albion",-1.24142228836695,0,0,11
"F. Acerbi","Sassuolo",-1.24266401819034,0,258,2443
"Nacho","Real Madrid",-1.24315432639651,3,125,1636
"D. Stephens","Brighton & Hove Albion",-1.2434129012654,0,204,2469
"B. Nuytinck","Udinese",-1.24345922490204,1,130,1767
"Hugo Mallo","Celta de Vigo",-1.2440629541311,0,300,3005
"R. Bertrand","Southampton",-1.24423222647192,0,221,2614
"J. Silva","Roma",-1.24485222688236,0,6,107
"P. Herrmann","Borussia M'gladbach",-1.24513698250882,0,100,749
"L. Caldirola","Werder Bremen",-1.24572010942575,0,6,48
"F. Mattiello","SPAL",-1.24656712216824,0,452,1930
"Mozo","Leganés",-1.25053034049893,0,6,34
"S. Lukić","Levante",-1.25202806253446,0,129,643
"F. Müller","Mainz 05",-1.2530063615884,0,6,187
"Felipe","Hannover 96",-1.25408796963382,0,39,416
"J. Shelvey","Newcastle United",-1.25554834573529,1,145,1886
"A. Rüdiger","Chelsea",-1.25622985234713,2,172,2276
"A. Sadiku","Levante",-1.25674187705056,0,28,167
"J. Kenny","Everton",-1.25688405312076,0,98,1229
"A. Gomis","SPAL",-1.25705848887833,0,254,1293
"K. Schmeichel","Leicester City",-1.25753405524847,0,40,1308
"T. Ito","Hamburger SV",-1.25932408513745,0,628,1497
"M. Terrazzino","Freiburg",-1.26041992254773,0,537,1752
"G. González","Bologna",-1.26353574966026,0,102,1355
"E. Mangala","Everton",-1.26506522878333,0,10,98
"S. Lulić","Lazio",-1.26691635844895,3,387,2391
"P. Zabaleta","West Ham United",-1.26810422265908,0,211,2410
"D. Ceter","Cagliari",-1.26831088436961,0,23,138
"B. Cesar","Chievo",-1.27011892547341,0,24,353
"Sergi Darder","Olympique Lyonnais",-1.27014419587272,0,11,177
"A. Rosi","Genoa",-1.27106534703637,0,422,1680
"A. Westwood","Burnley",-1.27113172860891,0,207,1034
"P. Ntep","Wolfsburg",-1.27184962704109,0,30,143
"A. Gamberini","Chievo",-1.27288493242588,0,52,951
"D. Pröpper","Brighton & Hove Albion",-1.27507197840032,0,195,2133
"M. Fares","Hellas Verona",-1.27725320228251,0,323,2094
"Christian Rutjens","Benevento",-1.27785898433194,0,197,315
"V. Janjičić","Hamburger SV",-1.27862738649503,0,260,607
"S. Berahino","Stoke City",-1.27894136925863,0,274,720
"Mário Rui","Napoli",-1.28015534875112,2,217,2742
"Everton Luiz","SPAL",-1.28335995149268,0,63,418
"Rober","Levante",-1.28428545286499,0,94,1069
"J. Schmid","Augsburg",-1.28581770453945,0,338,1343
"M. Poaty","Montpellier",-1.28659134937459,0,17,129
"Lara","Sevilla",-1.28662584595031,0,3,10
"J. Repas","Caen",-1.28903881373731,0,584,1240
"Y. Sabaly","Bordeaux",-1.29245023727867,0,390,3024
"R. Palladino","Genoa",-1.29271987347238,0,30,160
"Ander Capa","Eibar",-1.29377221761342,0,278,2093
"W. Routledge","Swansea City",-1.29418829653321,0,1048,1908
"J. Delaplace","Caen",-1.29515878910888,0,516,1124
"Yeray","Athletic Club",-1.29654288075403,0,50,592
"Jairo Samperio","Las Palmas",-1.29803393792849,0,507,981
"K. Gibbs","West Bromwich Albion",-1.29881043218109,0,197,1892
"A. Bouka Moutou","Dijon",-1.3005569582084,0,29,261
"J. Gbamin","Mainz 05",-1.30083221527946,1,351,2082
"Iturraspe","Athletic Club",-1.30286173086074,0,147,1728
"A. Jallow","Metz",-1.30301479016589,0,11,86
"B. Leno","Bayer Leverkusen",-1.30591335501435,0,38,1402
"N. Spolli","Genoa",-1.30624562739149,0,88,1067
"R. Centurión","Genoa",-1.30644154173501,0,6,40
"M. Poundjé","Bordeaux",-1.30772421955908,0,202,1469
"L. Rosenior","Brighton & Hove Albion",-1.30815812044614,0,6,115
"J. Bruun Larsen","Stuttgart",-1.30881256983071,0,15,80
"J. Lerma","Levante",-1.3109167311942,0,211,1726
"Jonny","Celta de Vigo",-1.31372889839076,2,389,3101
"L. Crisetig","Bologna",-1.31414031644499,0,36,506
"R. Steffen","Wolfsburg",-1.31441672644837,0,316,1123
"J. Billong","Benevento",-1.31459941810135,0,24,235
"P. Dárdai","Hertha BSC",-1.31467290037824,0,4,21
"L. Traoré","Amiens SC",-1.31518473641631,0,330,917
"S. Sirigu","Torino",-1.31579635967296,0,32,1528
"Andrés Fernández","Villarreal",-1.31607894345677,0,1,94
"C. Michelin","Toulouse",-1.31757962317693,0,32,209
"Lee Chung-Yong","Crystal Palace",-1.31791957825226,0,263,561
"Lucas Leiva","Lazio",-1.31892837387272,2,256,2900
"L. Venuti","Benevento",-1.32042774993465,0,187,1717
"L. Garritano","Chievo",-1.32070182639859,0,23,160
"Íñigo Martínez","Athletic Club",-1.32216101358881,0,133,1160
"Óscar Melendo","Espanyol",-1.32316126830415,0,509,1065
"A. Ouahim","Köln",-1.32342351045747,0,5,20
"Z. Bakkali","Deportivo La Coruña",-1.32697290425051,0,147,638
"O. McBurnie","Swansea City",-1.32780612211013,0,251,595
"Y. Cahuzac","Toulouse",-1.32844998196219,0,94,961
"F. Ricci","Genoa",-1.32983934534127,0,37,273
"O. Nguette","Metz",-1.33172330921343,0,591,1362
"J. Alonso","Lille",-1.33218206354104,2,192,2546
"D. Astori","Fiorentina",-1.33522403360917,1,212,2105
"D. Pavlovic","Crotone",-1.33567134174643,0,25,461
"Molinero","Getafe",-1.33637751620608,0,54,422
"B. Kamara","Strasbourg",-1.33641308897438,0,19,717
"C. Brunt","West Bromwich Albion",-1.33664677607658,0,328,1737
"Mikel Rico","Athletic Club",-1.33779370250693,0,100,847
"E. Rexhbecaj","Wolfsburg",-1.33891905522171,0,17,108
"K. Trippier","Tottenham Hotspur",-1.34251217859537,0,132,2075
"M. Wakaso","Deportivo Alavés",-1.3425389084141,0,141,970
"D. Klaassen","Everton",-1.34463067745071,0,18,158
"L. Klostermann","RB Leipzig",-1.3446361586748,1,123,1645
"Imanol Sarriegi","Eibar",-1.34685470676163,0,3,37
"R. Meggiorini","Chievo",-1.34761888884191,0,228,724
"A. Cossu","Cagliari",-1.34899592972624,0,479,879
"F. Helander","Bologna",-1.34913750718556,0,173,1867
"F. Píriz","Montpellier",-1.34968555879459,0,59,799
"L. Rossettini","Genoa",-1.3498023011449,0,93,1469
"Antunes","Getafe",-1.35100876150091,0,227,2061
"N. Giannetti","Cagliari",-1.35335499180076,0,262,525
"L. Biglia","Milan",-1.35429361203182,1,348,2492
"M. Oikonomou","SPAL",-1.35493741783318,0,10,106
"E. Bearzotti","Hellas Verona",-1.35587889741578,0,219,549
"Balenziaga","Athletic Club",-1.35638285467439,0,114,1173
"Pedro López","Levante",-1.35686977725197,0,86,1177
"Danilo","Udinese",-1.35704816988277,1,112,1949
"A. Smith","AFC Bournemouth",-1.35919421230028,1,393,2023
"M. Valdifiori","Torino",-1.36174972666186,0,260,842
"P. Cannavaro","Sassuolo",-1.36439202352881,0,52,826
"A. Confais","Troyes",-1.36444098672382,0,503,1127
"R. Oxford","Borussia M'gladbach",-1.36627467097651,0,25,387
"M. Vitale","SPAL",-1.36631543361136,0,6,53
"L. Mora","SPAL",-1.36668422883145,0,73,630
"Juan Cruz","Málaga",-1.36726779700541,0,214,342
"H. Bazile","Caen",-1.3680649288724,0,552,1246
"Jaume Costa","Villarreal",-1.36977199114756,0,240,2275
"P. Martinez","Strasbourg",-1.37201084370884,0,121,1493
"Zubeldía","Real Sociedad",-1.37281521311502,1,146,1506
"Paulo Oliveira","Eibar",-1.37672677294142,0,92,1354
"N. Kanté","Chelsea",-1.37728443368815,1,352,3039
"A. Nyom","West Bromwich Albion",-1.37744177398872,0,219,1760
"M. Bakalorz","Hannover 96",-1.38023051647485,0,148,1206
"S. Palombi","Lazio",-1.38202992969241,0,5,23
"Beñat","Athletic Club",-1.38332737062876,0,513,1707
"S. McQueen","Southampton",-1.38365098334702,0,224,655
"S. Prödl","Watford",-1.38577349999707,0,83,919
"R. Karsdorp","Roma",-1.38688572500837,0,8,75
"A. Sabiri","Huddersfield Town",-1.38731726565436,0,227,491
"A. Touré","Monaco",-1.38934066392301,1,110,1000
"M. Cuisance","Borussia M'gladbach",-1.38996440458186,0,704,1864
"Rodri","Villarreal",-1.39036637384345,1,381,3500
"P. Højbjerg","Southampton",-1.39143389704327,0,221,1662
"O. Käuper","Werder Bremen",-1.39244040909205,0,18,71
"A. Lennon","Burnley",-1.39400333822698,0,86,570
"E. Jakupovic","Leicester City",-1.39449229982097,0,2,73
"E. Cabaco","Levante",-1.39538321885186,0,52,546
"Pablo Maffeo","Girona",-1.39561545886227,0,315,2035
"M. Cremonesi","SPAL",-1.39706994317032,0,31,247
"S. Ruffier","Saint-Étienne",-1.39712804832334,0,15,1264
"A. Danzi","Hellas Verona",-1.3994816517843,0,23,273
"B. Gyamfi","Benevento",-1.40080277016909,0,31,278
"A. Luthe","Augsburg",-1.4012345430998,0,6,94
"N. Pierini","Sassuolo",-1.40250135196584,0,8,37
"A. Werner","Atlético Madrid",-1.40267195871434,0,0,23
"B. Baningime","Everton",-1.40521344564752,0,32,565
"G. Maripán","Deportivo Alavés",-1.40952943996388,0,92,807
"S. Moore","Levante",-1.40962093337816,0,44,324
"L. Antonelli","Milan",-1.41082450308181,0,9,134
"M. Keane","Everton",-1.41100112617028,0,175,1868
"J. Fulton","Swansea City",-1.41110854660008,0,5,16
"I. Brown","Brighton & Hove Albion",-1.41133415656145,0,50,392
"Sergi Roberto","Barcelona",-1.41891279776223,1,268,2426
"C. Kerbrat","Guingamp",-1.41897183093408,1,179,2375
"Rafael","Olympique Lyonnais",-1.42009450654677,1,205,1815
"Saborit","Athletic Club",-1.42386120600884,0,100,1040
"P. Jagielka","Everton",-1.42618676082805,0,78,1456
"Carlos Vigaray","Deportivo Alavés",-1.43044040008488,0,75,556
"Hilton","Montpellier",-1.43113274938207,0,125,1577
"M. Suttner","Brighton & Hove Albion",-1.43135011717766,0,295,1171
"B. Corgnet","Strasbourg",-1.43305333267654,0,151,1043
"B. Dramé","SPAL",-1.43475019663458,0,193,362
"Pedro Rebocho","Guingamp",-1.43498514365115,0,143,1437
"R. Guerra","Villarreal",-1.43531391929253,0,2,49
"N. Matić","Manchester United",-1.43531988907716,1,401,3530
"S. Yago","Toulouse",-1.43662179620003,0,151,1200
"B. Salamon","SPAL",-1.44113216238873,0,140,1318
"R. Adler","Mainz 05",-1.4447495431599,0,13,516
"J. Hofmann","Borussia M'gladbach",-1.44539738562173,0,299,1160
"O. Selnæs","Saint-Étienne",-1.4457340478865,0,337,2063
"H. Barnes","Leicester City",-1.44737040954885,0,3,14
"S. Duffy","Brighton & Hove Albion",-1.44763387376122,0,166,2140
"P. Pekarík","Hertha BSC",-1.44813552161474,0,75,1078
"M. Capuano","Crotone",-1.44917952872231,0,108,964
"R. Harper","West Bromwich Albion",-1.45043987144322,0,1,8
"J. Ikoko","Guingamp",-1.45093214135738,0,210,1873
"T. Letschert","Sassuolo",-1.45219941142375,0,36,329
"A. Laporte","Athletic Club",-1.45413208713126,0,95,1347
"V. van Dijk","Southampton",-1.45693984327477,0,93,918
"Víctor López","Deportivo Alavés",-1.45895155873643,0,11,43
"R. Elliot","Newcastle United",-1.45933855354815,0,22,637
"J. Morávek","Augsburg",-1.45944500547125,0,492,1254
"S. Schipplock","Hamburger SV",-1.46042870507608,0,309,762
"Otávio","Bordeaux",-1.46044385351229,0,100,1283
"D. Foulquier","Strasbourg",-1.46055097071246,0,157,1047
"C. Molinaro","Torino",-1.46092927393647,0,398,1754
"T. Hübers","Hannover 96",-1.46094771694038,0,32,306
"N. Şahin","Borussia Dortmund",-1.46101747856858,2,245,1743
"Y. Salmier","Strasbourg",-1.4619696267107,0,58,739
"J. Palomino","Atalanta",-1.46512225549714,1,173,1703
"G. Krychowiak","West Bromwich Albion",-1.46644236108011,0,144,1263
"A. Ajeti","Crotone",-1.46681467562803,0,89,723
"Álex Granell","Girona",-1.46701541580114,1,275,2650
"P. Brlek","Genoa",-1.46760259987241,0,22,173
"O. Toivonen","Toulouse",-1.46960744342459,0,284,1016
"S. Baldock","Brighton & Hove Albion",-1.47167950199355,0,0,11
"G. McAuley","West Bromwich Albion",-1.47254177824789,0,12,199
"F. Lustenberger","Hertha BSC",-1.47262455870941,0,65,1209
"Azpilicueta","Chelsea",-1.47410972019998,2,230,3632
"J. Moulin","Saint-Étienne",-1.47463694709904,0,7,206
"Andreas Pereira","Valencia",-1.47480377504326,1,343,1124
"J. Córdoba","Köln",-1.4752529822747,0,146,683
"T. Baumgartl","Stuttgart",-1.47587729677559,0,161,2207
"F. Vicari","SPAL",-1.48032907208153,0,171,1711
"M. Silvestre","Sampdoria",-1.48312661222826,1,177,2713
"Mujaid Sadick","Deportivo La Coruña",-1.48315430691957,0,5,60
"N. Burdisso","Torino",-1.48385365909917,0,106,1473
"L. Sparandeo","Benevento",-1.48472020979,0,4,31
"Iván López","Levante",-1.48513095377382,0,14,131
"A. Rukavina","Villarreal",-1.48745977498072,0,250,1161
"I. Ezekiel","Las Palmas",-1.49089846063612,0,437,817
"M. Diakhaby","Olympique Lyonnais",-1.49188152514739,1,72,612
"V. Belec","Benevento",-1.4937950826685,0,12,466
"F. Mayer","Borussia M'gladbach",-1.49598917766014,0,0,13
"K. Kampl","RB Leipzig",-1.49775514467979,1,209,1834
"D. Biondini","Sassuolo",-1.49895637252223,0,206,565
"A. Kačaniklić","Nantes",-1.49911043113389,0,231,508
"I. Hajrović","Werder Bremen",-1.49928012138139,0,276,702
"J. Tinhan","Troyes",-1.49986297393878,0,218,492
"I. Faraj","Lille",-1.50361725394896,0,19,149
"L. Capezzi","Sampdoria",-1.50392164266646,0,16,188
"Jozabed","Celta de Vigo",-1.50469566324591,0,90,1184
"B. Henrichs","Bayer Leverkusen",-1.50593277343,0,140,1323
"G. Di Chiara","Benevento",-1.50764097386127,0,80,856
"L. Perrin","Saint-Étienne",-1.51406209461743,0,112,2007
"B. Costil","Bordeaux",-1.51413995293251,0,25,1311
"M. Schneiderlin","Everton",-1.51461082999924,0,374,2019
"Fahad Al Muwallad","Levante",-1.51473609764594,0,2,17
"A. Nalini","Crotone",-1.51703873929159,0,248,1202
"M. Lacen","Getafe",-1.51706434150731,0,6,49
"P. Skjelbred","Hertha BSC",-1.51741245947755,0,164,1653
"M. Heller","Augsburg",-1.51810803203296,0,154,769
"L. Boyé","Torino",-1.51926179449151,0,59,366
"Ł. Skorupski","Roma",-1.52087333561735,0,0,35
"J. Gomez","Liverpool",-1.52173980919451,0,170,2205
"S. Privat","Guingamp",-1.52217236414356,0,0,1
"G. Angella","Udinese",-1.52378418360513,0,55,696
"H. Hateboer","Atalanta",-1.52819975236343,0,188,1970
"M. Dúbravka","Newcastle United",-1.53374512034395,0,13,421
"H. Pérez","Espanyol",-1.53390602398281,0,231,425
"M. Dembélé","Tottenham Hotspur",-1.5348275716467,0,613,2465
"J. Tymon","Stoke City",-1.53491391772423,0,213,422
"E. Moretti","Torino",-1.53761517869725,0,119,1428
"J. Giménez","Atlético Madrid",-1.53958260738909,1,84,1152
"A. Diawara","Napoli",-1.54048988777117,1,273,1366
"José Fonte","West Ham United",-1.54131367544051,0,24,484
"D. Aogo","Stuttgart",-1.54140279532839,0,347,1889
"L. Antei","Benevento",-1.54194576329417,0,64,519
"O. Verdon","Bordeaux",-1.54277877993991,0,0,5
"V. Nogueira","Strasbourg",-1.54753701827099,0,5,53
"K. Darlow","Newcastle United",-1.54866022596775,0,15,408
"W. Hoedt","Southampton",-1.54916869095973,0,225,1995
"Edgar Ié","Lille",-1.54995314575763,1,297,2806
"V. Osimhen","Wolfsburg",-1.55223649985805,0,40,364
"A. Maier","Hertha BSC",-1.55475930722389,0,82,920
"J. Murphy","Newcastle United",-1.55486722383841,1,686,1613
"D. Blind","Manchester United",-1.55822215608464,0,23,366
"L. Baal","Rennes",-1.55832196484164,0,117,1145
"V. Darida","Hertha BSC",-1.55897895785495,0,168,1597
"T. Castagne","Atalanta",-1.55948287906426,0,145,1390
"O. Burke","West Bromwich Albion",-1.56044779878687,0,50,408
"B. Kayal","Brighton & Hove Albion",-1.56049597056096,0,507,1169
"S. Ascacíbar","Stuttgart",-1.56078610302552,0,377,2076
"M. Udol","Metz",-1.56094523277648,0,238,553
"M. Kamiński","Stuttgart",-1.56517096492496,0,54,1042
"M. Götze","Borussia Dortmund",-1.56796650253159,2,431,1894
"Sergio Ramos","Real Madrid",-1.56833574707389,4,211,2494
"Gerard Valentín","Deportivo La Coruña",-1.57004790563406,0,20,122
"C. Keita","Bologna",-1.57143246390331,0,18,89
"J. Sancho","Borussia Dortmund",-1.57268074053468,1,130,617
"J. Toulalan","Bordeaux",-1.5728603044281,0,130,1466
"B. Jatta","Hamburger SV",-1.57624117696105,0,223,498
"S. Lichtsteiner","Juventus",-1.57781843279918,0,163,1657
"R. Fährmann","Schalke 04",-1.57869584133209,0,33,1200
"Adrien Silva","Leicester City",-1.57953286558597,0,90,667
"J. Martins-Pereira","Guingamp",-1.58020296765824,0,88,983
"B. Stambouli","Schalke 04",-1.58090968131171,0,246,2016
"M. James","Leicester City",-1.58097913652261,0,73,683
"L. Carole","Sevilla",-1.58309717478733,0,53,524
"F. Bahlouli","Lille",-1.58384565042638,1,891,1562
"N. Gandi","Nantes",-1.58470103686045,0,16,81
"V. Thill","Metz",-1.58506125031965,0,3,21
"J. Riedewald","Crystal Palace",-1.58721622219059,0,276,619
"J. Sala","Sampdoria",-1.58763076478795,0,83,956
"Raúl Fernández","Levante",-1.5880842109641,0,14,391
"F. Zuculini","Hellas Verona",-1.58984386148165,0,274,626
"T. Touré","Bordeaux",-1.59141205677156,0,1,5
"M. Dräger","Freiburg",-1.59200513352096,0,5,28
"V. Laurini","Fiorentina",-1.59261263909661,0,124,1514
"C. Puggioni","Sampdoria",-1.59315032803829,0,12,375
"G. Donati","Mainz 05",-1.59560903534918,0,138,1598
"M. Sportiello","Fiorentina",-1.59624322701097,0,31,1229
"H. Traoré","Rennes",-1.59767629055602,0,214,2373
"J. Vertonghen","Tottenham Hotspur",-1.59786691111481,0,331,3343
"A. Ragusa","Sassuolo",-1.59830438775373,0,933,1912
"F. Tabanou","Guingamp",-1.60170491036104,0,61,856
"Ager Aketxe","Athletic Club",-1.60397358678256,0,9,60
"M. Holgate","Everton",-1.60654822886181,0,88,885
"Albiol","Napoli",-1.60900761737707,3,255,3102
"Ramiro Funes Mori","Everton",-1.6092703649141,0,11,92
"Q. Boisgard","Toulouse",-1.61156589748418,0,35,160
"Alisson","Roma",-1.61241959126619,0,33,1504
"S. Romagnoli","Bologna",-1.61612776116556,0,46,438
"T. Jedvaj","Bayer Leverkusen",-1.6194719867176,0,52,495
"S. Jung","Wolfsburg",-1.61952975890324,0,5,45
"C. M'Bengue","Saint-Étienne",-1.61964731178227,0,23,315
"Moyà","Real Sociedad",-1.62076541420856,0,7,393
"R. Danzé","Rennes",-1.62782685644822,0,49,688
"J. Murphy","Brighton & Hove Albion",-1.62874084334464,0,20,209
"J. Schieber","Hertha BSC",-1.63450325519113,0,12,193
"H. Koffi","Lille",-1.63455339553116,0,7,164
"Juanfran","Atlético Madrid",-1.6350442818391,0,102,1023
"Alberto Redondo","Getafe",-1.63759256850074,0,8,65
"Jon Guridi","Real Sociedad",-1.63832921795529,0,4,36
"Sergio Asenjo","Villarreal",-1.63857153034132,0,17,791
"M. Silvestri","Hellas Verona",-1.63943033101668,0,2,81
"Mikel Merino","Newcastle United",-1.64022712401731,1,822,2270
"E. Berisha","Atalanta",-1.64044213994998,0,16,953
"S. Calvano","Hellas Verona",-1.64233450364497,0,263,725
"Lucas Moura","Tottenham Hotspur",-1.64370265501861,0,47,213
"J. Kayembe","Nantes",-1.64460115900727,0,15,63
"A. Gonçalves","Strasbourg",-1.64594600579574,0,657,2052
"E. Schiavon","SPAL",-1.64935568699218,0,501,1096
"W. Ndidi","Leicester City",-1.65253124068545,0,301,2706
"L. Krejčí","Bologna",-1.65312919605674,0,234,669
"J. Henderson","Liverpool",-1.6531793719073,1,141,2505
"G. Pezzella","Udinese",-1.65609515863605,0,91,722
"P. Diop","Eibar",-1.6568397381144,0,360,1082
"Y. Kaboul","Watford",-1.65858174227628,0,12,119
"Barri","Getafe",-1.65935839111171,0,8,45
"Medrán","Valencia",-1.66309249162816,0,5,69
"R. Pierre-Gabriel","Saint-Étienne",-1.66462962442915,0,139,949
"L. Del Pinto","Benevento",-1.6652054314211,0,468,1233
"C. Fuchs","Leicester City",-1.66585944131862,0,136,1679
"O. Mangala","Stuttgart",-1.66619560114736,0,330,1038
"Afonso Figueiredo","Rennes",-1.66625094747167,0,9,167
"H. Pérez","Deportivo Alavés",-1.666783579661,0,74,328
"K. Johnsson","Guingamp",-1.66714250811674,0,25,1357
"S. Lobotka","Celta de Vigo",-1.66853074232631,0,330,2844
"A. Costa","Benevento",-1.66926819200205,0,100,1022
"Andoni López","Athletic Club",-1.67130294076185,0,7,66
"W. Reid","West Ham United",-1.67241487362946,0,68,970
"R. Oxford","West Ham United",-1.67366979407382,0,1,6
"Lyanco","Torino",-1.67419534424607,0,36,266
"F. Avenatti","Bologna",-1.677167422769,0,247,616
"V. Rosier","Dijon",-1.68002124969451,0,399,2456
"Borja Lasso","Sevilla",-1.6804385582775,0,4,50
"M. Bianchetti","Hellas Verona",-1.68052619389141,0,5,107
"H. Lloris","Tottenham Hotspur",-1.68166568695392,0,31,1339
"D. Amartey","Leicester City",-1.68340769707277,0,31,411
"L. Memushaj","Benevento",-1.68801494283548,0,418,1429
"Rubén Pardo","Real Sociedad",-1.68845790543719,0,23,191
"Emerson","Roma",-1.69362378750952,0,0,17
"R. Kent","Freiburg",-1.69464632480992,0,34,158
"G. Pezzella","Fiorentina",-1.69712865264,1,261,2710
"T. Touré","Angers",-1.6983951659156,0,210,398
"V. Milinković-Savić","Torino",-1.70075724674007,0,3,56
"I. Lewczuk","Bordeaux",-1.70201020516311,0,38,296
"S. Baradji","Amiens SC",-1.70216711234491,0,0,7
"L. Dimata","Wolfsburg",-1.70221833616267,0,329,886
"M. El Id","Levante",-1.70445862066447,0,2,50
"R. Soriano","Villarreal",-1.70495358669348,0,154,930
"P. Dummett","Newcastle United",-1.70793956942236,0,61,1103
"M. Olivera","Fiorentina",-1.70901619096253,0,34,382
"V. Jovanović","Bordeaux",-1.71012760225631,0,104,1032
"J. Milner","Liverpool",-1.71198338908744,0,151,2102
"A. Bizzarri","Udinese",-1.71296565493958,0,36,1275
"B. Chilwell","Leicester City",-1.71526388196207,0,262,1826
"J. Dompé","Amiens SC",-1.71529077934497,0,9,28
"Pedro León","Eibar",-1.71609701355817,0,99,694
"M. Nastasić","Schalke 04",-1.71618507712799,0,115,1584
"A. Tonev","Crotone",-1.71966288346277,0,40,232
"F. Sammaritano","Dijon",-1.72058371106152,0,152,1032
"R. Saponara","Fiorentina",-1.72642119368493,0,110,709
"Bruno Peres","Roma",-1.72673377702154,0,143,1116
"N. Schulz","Hoffenheim",-1.72858832220913,1,475,1913
"S. Francis","AFC Bournemouth",-1.72976764229679,0,189,2552
"N. Tomović","Fiorentina",-1.73141646406793,0,11,122
"B. Risa","Köln",-1.7318706186245,0,7,50
"Zurutuza","Real Sociedad",-1.73270353347903,0,196,1785
"W. Caballero","Chelsea",-1.73396521875202,0,4,117
"C. Yacob","West Bromwich Albion",-1.73400955376246,0,279,951
"Sergio Escudero","Sevilla",-1.73418339908903,0,198,2356
"A. Robertson","Liverpool",-1.73568477170647,1,166,2135
"S. Simič","Crotone",-1.73589650453198,0,32,347
"F. Ceravolo","Benevento",-1.73829326707892,0,4,30
"E. Dier","Tottenham Hotspur",-1.74157648020241,0,195,2898
"F. Grillitsch","Hoffenheim",-1.74564552408413,1,199,1628
"B. Petković","Hellas Verona",-1.74663190257422,0,610,1348
"M. Schmiedebach","Hannover 96",-1.74716239338773,0,15,128
"Ramalho","Girona",-1.74721077755203,0,120,1314
"M. Ndockyt","Getafe",-1.74811825554173,0,15,58
"Angelo da Costa","Bologna",-1.74977809401014,0,2,189
"A. Schöpf","Schalke 04",-1.75102789663651,0,116,759
"Koke","Levante",-1.75259429577693,0,0,40
"Bernardo Espinosa","Girona",-1.75290674018629,0,103,1731
"A. Masuaku","West Ham United",-1.75397962123282,0,551,1920
"B. Oczipka","Schalke 04",-1.75563451899427,0,264,2040
"Toño","Real Sociedad",-1.75586032925116,0,4,152
"L. Cook","AFC Bournemouth",-1.75643036731844,0,480,2207
"V. Verre","Sampdoria",-1.75996647795273,0,239,808
"J. McCarthy","Everton",-1.76046582085644,0,20,169
"M. Flamini","Getafe",-1.76133711331022,0,30,245
"D. Alaba","Bayern München",-1.76176131866487,2,158,1693
"M. Gonalons","Roma",-1.76382376309948,0,101,1097
"G. Cabral","Celta de Vigo",-1.76611168451382,1,284,1970
"Pablo Ínsua","Schalke 04",-1.76654373900533,0,2,13
"R. Ghezzal","Monaco",-1.76878361491811,2,179,1014
"S. Langkamp","Hertha BSC",-1.76902558523125,0,53,785
"Álex Alegría","Levante",-1.76973869511062,0,100,454
"A. Conti","Milan",-1.77037142363406,0,14,149
"F. Lucioni","Benevento",-1.7728031338213,0,32,405
"S. Väisänen","SPAL",-1.77421136095461,0,43,410
"C. Lombardi","Benevento",-1.77446868561742,0,120,659
"I. Sacko","Strasbourg",-1.77578198406911,0,66,421
"J. Eggestein","Werder Bremen",-1.78299251801741,0,391,789
"S. Koita","Amiens SC",-1.78723245516323,0,250,475
"S. Parker","Augsburg",-1.79482446915426,0,8,29
"A. Bastoni","Atalanta",-1.79498762959429,0,14,121
"Juan Jesus","Roma",-1.79499545559452,0,124,1586
"R. Mazáň","Celta de Vigo",-1.79677083870251,0,6,100
"M. Škriniar","Internazionale",-1.80108214005077,4,352,3218
"E. Salcedo","Genoa",-1.80140324718934,0,202,419
"L. Bonnefoi","Strasbourg",-1.80247629139137,0,214,412
"David Soria","Sevilla",-1.80506336459825,0,10,492
